Teks,Prediksi Sentimen
pakai livin mudah paylatter aktif senang manfaat paylater kali hasil notif paylatter nonaktif timbang bank mandiri bla bla bla bagong aktif nonaktif terima kasih tidak nyaman moga depan baik,Negatif
masuk livinpadahal kode otpbegitu dikonfirmasieh aplikasi sedia,Negatif
kesini susah login verifikasi wajah hasil suruh cabang dekat tambah usia beda wajah ribet,Negatif
puas layan sistem livin logo kuning inisering gangguankita buru transaksi bisagagal terusket kece layan terusdiperbaiki sistemnyakita rugi kalo,Negatif
aplikasi munculagar aman mati fitur share screen kayak tolong min cepat baik menggangu,Negatif
min daftar livingsebelum nya daftar cuman hp hilangjadi daftar cuman baik sistem tera kayak min,Negatif
kecewa livin kuning untung livin biru hapus tolong bank mandiri baik verifikasi masuk coba sedot pulsa sangkut tolong baik apk livin jelekngak ngapangapain tf bank bri ngebug bagus pakai livin kayak ginisalampengunalivin,Negatif
aplikasi janjok lot woy aplikasi buka beda brimo langsung masuk baik bug nya,Negatif
nih ganggu eh muncul pesan terhibung buka aplikasi ganggu ya loading looping eh login samsung a isp telkomsel moga sgera baik bug,Negatif
tolong min pas buka livin muncul aktif tangkap layar pas mati login solusi ya mohon bantu,Negatif
aplikasi livin aneh banget ketik sandi pin tulisanya salah suruh ganti sandi suruh pasuk nomer digit bik online kartu fisik digit nya,Negatif
suka banget aplikasi livin hp os lancar habis custom rom buka,Negatif
eror sulit login tunggu gagal login jaring oke semenjak ganti tampil sulit mudah,Negatif
coba transfer topup lancar kendala moga aman bagus komplet menu fiturnya bintang bintanya,Negatif
tampil bagus tarik kecewa susah top up dana salah akun belanja online livin mandiri logo biru mudah anti lot lancar mohon ditindaklanjuti terima kasih,Negatif
susah login sulit hubung muncul notif hasil hubung kece des minggu,Negatif
fresh tampil livin mandiri kaku menu live chatt kendala kantor cabang dekat menu investasi saham menu most mandiri langsung investasi beli reksadana livin mandiri,Negatif
tolong menu tabung rencana tampil menu beranda mudah kece update fitur baru aplikasi stabil menu tabung rencana tampil,Negatif
tampil simpel lengkap futuristik aplikasi bank tampil mundur belakang moga tampil kembali moga livin by mandiri,Negatif
aplikasi puas tolong kmbli logo biru masak uninstal n instal kmbli daftar kalo biru langsung username langsung kebukak kalo kuning transaksi bawa kartu atm punyak mbanking kayak,Negatif
mudah transaksi bayar gaperlu ribet nama pakai cash pakai livin,Negatif
aplikasi kadang bikin emosi layar diam informasi sistem jalan mesti uninstall instal ulang tunggu layar benar reaksi,Negatif
aplikasi beroprasigak paksa operasi untung sematagrowin pin salah terusudah coba resset pin pin hasil diupdatemasih salah jugaartinya systemnya optimalsaya kasih bintang aplikasi livin bagusmenyebalkan,Negatif
aplikasi rewal bangetjam jam pagi tf aplikasi tampil awat dll tf top up bangetyg pengin praktis ribet,Negatif
tolong aplikasi nya baik topup tunda saldo kurang,Negatif
februari register kendala sms verifikasi masuk lambat menit coba ya koneksi bagus sms nya lambat masuk pas aplikasi laku suruh kirim sms ulang terus,Negatif
aplikasi masuk gagal entar kalo ganti bitangnya,Negatif
buka rekening mandiri download aplikasi livin registrasi bank cs nya gagal ulang kali hasil samakemudian coba registrasi hasil nya,Negatif
banget lot nya aplikasi mbok ya baik biar sat set kayak bank bank,Negatif
puas banget livin update suruh mati aksesibilitas mybca suruh mati aksesibilitas mati aksesibilitas ting repot mengonoffkan aksesibilitas aplikasi butuh aksesibilitas,Negatif
tolong login livin cantum login email no hp ribet kalo tibatiba log out login kartu fisik buka onlinesudah email mandiri nya suruh cabang dekat payah,Negatif
livin pakai ganti nomor aktivasi kantor cabang atas suruh sabarsabarsabar tunggu pusat heh pusat livin susah transfer kalao karana kerja malas banget ribet kayak anjir aja tim nya,Negatif
malam siang tingkat performa aplikasi malam saat orang pakai aplikasi baik siang kerja aplikasi pakai puncak emosi sih,Negatif
aplikasi bagus nyaman mudah fitur ok satutolong notifikasi hp bilamana masuk notifikasi email maju bank mandiri moga manja nasabah mudah nyaman mana,Negatif
ya kayak gampang ambil photo selfie masuk photo selfie susah,Negatif
transfer sama mandiri nila ribu potong mutasi terang hasil terima masuk sih terima langsung bikin rekening koran bank masuk komplen telp cs cek kala kali jam masuk habis pulsa suruh cek kala kcp dekat bayi wakil suami solusi,Negatif
kali isi data buka rekening hasil data dokumen tunjang ok verifikasi pemberitahuan buka rekening aplikasi hasil suruh kantor cabang aplikasi bantu buka rekening kantor cabang,Negatif
nasabah kecewa banget login terang nya hasil hubung jaring internet bagus clear change mode pesawat ting jam restart hp login parah banget,Negatif
bug app app jelek livin warna biru baik app sesuai harap transaksi ganggu,Negatif
tolong baik kualitas livin by mandiri suka suruh update kesan kualitas layan optimal,Negatif
tolong baik sih login terang fitur sedia ku uninstall login tunggu jam install login tolong biar login,Negatif
login livin layan sedia lebaran,Negatif
ganti nomer hp gagal bank mandiri suruh tlpon call senterterus teler nya sopan duduk main hp layan buruk coba tolong audit cabang tangerang banjar,Negatif
living daftar online langsung bank proses habis pulsa jadiyg heran orang bank tangan sebernanya pakai sms banking,Negatif
lot banget banget ganggu e commerce sekomplit apl sih mudah memperibet,Negatif
malas kasih bintang enak pakai mandol rek dorman tampil daftar transfer simpan livin menang airo rek dorman tampil buang beranda daftar transfer simpan input kali transfer rek ribet bagus admin hal biar custumer puas aplikasi,Negatif
masuk mandiri tolong banget ya potong biaya rekening mandiri now banget biaya saldo minimum biaya admisnistrasi rekening pakai biaya administrasi kartu debit bulan mahasiswa rugi akibat biaya saldo kurang banget saldo habis bayar makan pakai qris tolong maruk potong biaya,Negatif
tolong baharu apk nya kadang transaksi error transaksi apa atur jam normal transaksi coba install ulang,Negatif
livin by mandiri cocok banget buka rekening gampang aplikasi mudah tampilang tarik fiturnya lengkap,Negatif
aplikasi payahmigrasi data livin biru beranta data transfer top up angsur smuanya beranta terecord tidakparahhhh record data transaksi baruhrus input cerita auto pindah bank rame,Negatif
transfer saldo mohon bantu susah,Negatif
bank mandiri akurat rincian transaksi kondisi offline masak iya transaksi kirim dana status reversal urut transaksi beda heran komplain tau mohon tingkat,Negatif
mantap banget aplikasi top up e wallet emoney mudah cepat buka rekening mudah tarik tunai kartu bantu aplikasi,Negatif
transfer gagal apk baru internet pakai wifi update nyaman susah tolong baik,Negatif
sempurna hai livin aku bantu mudah apa transaksi tinggal klik hp gantung saking nyaman hidup mudah tarik tunai kartu top up ewalet bayar transaksaksi semenjak pembaharuanapdet tanggal kendala topup transfer bayar transaksi ulas milik kendala,Negatif
bas kali instal uninstall login aplikasi susah nya mati pulsa habis ribu dar otp masuk menu login parah sih cabang bantu cs nya login,Negatif
livin astafirallah habis upgrade transaksi tulis mohon cek riwayat transaksi proses lanjut tolong min keburu bingung,Negatif
senin februari coba login kendala terima pesan terima pesan verifikasi coba ulang kali mohon baik butuh aplikasi,Negatif
login tulis sistem operasi resmi hp custom rom root,Negatif
kasih masuk coba datar livin by mandiri membut pilih sms wa mudah daftar livin aplikasi bank lainterima kasih,Negatif
apk transaksi cs bank mandiri dekat atur tanggal otomatis suruh uinstal apk suruh instal cs nya coba besok,Negatif
bagus aplikasi mudah repot transaksi uang mantap tolong aman tingkat aman nyaman,Positif
aplikasi kuning diinstall ya download nya gagal capai ngulang jaring inetku bagus download aplikasi lancar jaya mohon tl admin,Negatif
bulan tarik tunai transaksi proses setel ubah otomatis setel otomatis rubah kali kali malas nabung,Positif
tonlong baik aplikasi nya henti buka device hp device lot prem tolong resah nya hp tingkat tolak livin alas livin henti,Negatif
transfer susah saran atur ulang jam otomatis rubah jam otomatis transfer atur jam otomatis ulang,Negatif
kartu atm aktif livin kali aktifasi gagal potong pulsa aktifasi bank cacat beda belah,Negatif
buruk banget layan nya kendala mandiri customer service nya ngatasin mbangking kuh tabung mtr nya ambil bayar tabung masuk rekening mbangking pakai,Negatif
aplikasi bingung multipayment tampil nya friendly kayak iklan berita atas lemottttt boros kuota,Negatif
sih login pakai kartu debit woy balikin pasword woy pasword udhh,Negatif
guna battery aplikasi livin mandiri kuning boros guna nya aplikasi izin apk latar nonaktif paksa henti makan daya battery banding game online pakai jam jam makan daya battery tonton video mohon update versi nya hemat guna battery moga baik terimakasih,Negatif
tampil friendly kayak tampil hari kompas banyak fitur bikin spam ya ketulungan bikin sakit mata iklan muncul coba transfer ribet gagal kali siang signal operator coba oke hapus iming iming hadiah pakai aplikasi menang lawong transaksi kudu,Negatif
kak livin hp satu hp rusak masuk hp hasil baik layan bantu kait,Negatif
aplikasi bagus guna bantu mudah aktivitas perban aplikasi referensi kaum rebah handphone bayar apa,Negatif
aplikasi sih baik masuk opsi no banking coba ulang,Negatif
error ting jam otomatis,Positif
update baru livin gbisa buka,Negatif
fitur baru emoney pribadi suka detail transaksinyaharuse bagus,Negatif
aplikasi jelek transfer tulis baik otamatis jam hapus data masuk bener bikin nyaman guna,Negatif
dikit dikit mintak update nih aplikasi login masalah erorr hubung jaring stabil aneh aplikasi nih mudah ribet,Negatif
update aplikasi mbak gb ruang simpan mbak trupdate tulis ruang simpan gagal aplikasi eror nama terima hilang dismpan,Negatif
livin by mandiri bantu proses butuh keluarga rumah kecuali tari tunai hadap mesin atm,Negatif
jaring nya masalah apk nya sendirijaringan bagus gagal log on teruskalau sekira nya pakai aplikasi nya mending aplikasi ngabisin kouta download nya kecewa,Negatif
aplikasi super lot sejarah wajar usaha milik negara kualitas loyo buruk,Negatif
aplikasi ubah tanggal tawar kartu kreditdebet bikin tabung bawah menu awal buka aplikasi transaksi mbanking nih,Negatif
tolong baik bug aplikasi login susah akses susah buang verifikasi ganti logo kuning ribet akses aplikasi kali kecewa mandiri lancar ganti livin kayak urus amburadul,Negatif
login hp satu eh hp livin nya rusak apps nya susah pakai livin kecewa,Negatif
tolong jelas buka share screen pakai share screen tolong baik,Negatif
mudah moga tingkat aman percaya,Negatif
aplikasi ribet simple kayak isi sopeepay cek no nya nonya hambat transaksi mudah kalo rubah baik aplikasi hambat transaksi,Negatif
enak mandiri transaksi top up e wallet kasih terang tau perlu isi ewallet shopeepay ewallet nge track keluar uang,Negatif
aplikasi livin masuk email cabang mandiri dekat hasil buka tampil nya rpt tolong nya livin login,Negatif
aplikasi maling kali transaksi ribu ribu status hasil saldo kurang uang nya lapor tindak kalo transaksi gede ,Negatif
login sistem operasi handpone dukung penguna livin android versi kemarin sih,Negatif
aplikasi error laku bayar no daftar no va salah berkalikali tolong baik biru simple lancar,Negatif
aplikasi crash grapheneos aplikasi analisa tracking minggu livin pindah uang bri brimo fungsi normal grapheneos aplikasi livin hormat privasi guna,Negatif
livin birulama gampang keluar biaya sms kalo pulsa hp buka livin ribet ya mudah efisienaku naikin bintang bintang moga gampang mudah erti,Negatif
nyaman pakai livins update buka aplikasi,Negatif
semenjak update susah masuk apps detec share screen mohon baik admin,Negatif
aplikasi lot banget susah buka kalo pepet jaring bagus buka apa kecuali livin,Negatif
pelayananya nih top up e tol saldo tabung potong masuk saldo e tol sdgkan dana potong top up gagal tarik,Positif
malan pelihara rutin hambat transaksi tolong info kah sudha selesai pelihara rutin nya,Negatif
buruk masuk cek saldo mutasi kluat masuk berulangkali coba tulis tekan tampil klik butuh cek saldo mutasi,Negatif
suka memasukkam password lot ketik huruf baca pilih multipayment lengkap biru ex shopee pay livin kuning data transaksi baca cerah moga mode gelap iklan kolom dihilangkanmengganggu bikin lot kalo oke kasih bintang,Negatif
versi buruk banding biru biru kalo isi ulang gopay payment ecommerce pemberitahuan nama isi shg andaikata nomor isi keliru simpan history nomor versi etik ulang nomor isi ribet mohon baik terima kasih,Negatif
ganti reviewnyakmrin syuyah daftar rekening tggl foto doankberulang kali gagaleee smlm malam coba langsung,Negatif
fiturnya banding aplikasi banking bank living fitur simpan favorit no rekening kadang meng input ulang nomor rekening,Negatif
kali livin mandiri trnfer hasil saldo berkurangdan tunggu kerjagimna uang butuh cepatapa tunggu lamabukan nilai berpa ditrnfer uang mendadakmalah nyaman gunain livin mandiri kejadiaan inibukan nya lancar hambat,Negatif
minggu transaksi livin henti nutup sendirisudah uninstall install reset datatetap notif info aplikasi tutup aplikasi aplikasi baru mandiri mobile banking,Negatif
aplikasi loading butuh jaring bagus mohon tingkat saran menu setor tunai kartu livin,Negatif
semenjak livin akses masuk aplikasi lambat bgtterkadang dapatdiakses tanggal februari aplikasi tidakdapat buka butuh transaksisemoga langkah baik depan,Negatif
pakai aplikasi sulit transaksi transfer uang mudah bayar sulit bagus livin by mandiri logo biru sedia jasa sulit bayar bayar tunda buka mandiri online,Negatif
